ano;numero_termo;numero_sei;orgao_acordo;parceiro_acordo;objeto;inicio_vigencia;fim_vigencia;situacao;link_documento;unnamed_10
2026;122259802;2200.01.0000187/2024-49;INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS;FUNDAÇÃO DE ARTE DE OURO PRETO - FAOP;Tem por objeto a conjugação de esforços entre os signatários para a implantação do laboratório conjunto e compartilhado para desenvolvimento de ações para qualificação de interessados e profissionais no âmbito da restauração, conservação e promoção dos acervos históricos e artísticos de Minas Gerais;2026-03-02 00:00:00;2028-03-02 00:00:00;Vigente;https://iepha303.sharepoint.com/Documentos%20Compartilhados/GLCC/2026/ACTS/Acordo_de_Cooperacao_Tecnica__FAOP_SECULT.pdf?CT=1781103019736&OR=ItemsView;
2026;130285728;2200.01.0001246/2025-76;INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS;MH PRODUCOES CULTURAIS LTDA;"Tem por objeto a cooperação técnica, cultural e tecnológica entre os partícipes, por meio da execução do projeto ""Patrimônio Histórico no Metaverso"".";2026-01-19 00:00:00;2028-01-19 00:00:00;Vigente;https://iepha303.sharepoint.com/Documentos%20Compartilhados/GLCC/2026/ACTS/Termo_de_Cooperacao_Cultural%20MH%20Produ%C3%A7%C3%B5es%20Culturais%20LTDA..pdf?CT=1781102251235&OR=ItemsView;
2026;S/N;2370.01.0002891/2025-03;INSTITUTO MINEIRO DE AGROPECUARIA;PREFEITURA MUNICIPAL DE BETIM;O presente instrumento tem por objeto o estabelecimento de parceria entre o IMA e o Município de Betim/MGpara formalizar a conjugação de esforços entre os partícipes, a fim de garantir a execução das atribuições doIMA visando à implantação do Escritório Seccional de Betim;2026-03-02 00:00:00;2031-03-02 00:00:00;Vigente;https://expressomgdrive.mg.gov.br/index.php/s/MZ96e2xzEYaGW8L?dir=undefined&openfile=98877752;
2026;137051366;2240.01.0000260/2026-63;INSTITUTO MINEIRO DE GESTAO DAS AGUAS;PREFEITURA MUNICIPAL DE JOAO PINHEIRO;O objeto do presente Acordo de Cooperação Técnica é a mútua cooperação entre as partes para a execução de atividades de apoio técnico-administrativo voltadas à regularização de usos de recursos hídricos no Município de João Pinheiro e região, especialmente aquelas necessárias à adaptação dos procedimentos ao Marco Regulatório do Rio São Marcos (MRSM) e à operacionalização do Sistema Federal de Regulação de Usos – REGLA/ANA, conforme Plano de Trabalho.;2026-04-28 00:00:00;2028-04-28 00:00:00;Vigente  ;https://igam.mg.gov.br/documents/d/igam/sei_137051366_acordo_de_cooperacao_tecnica_137051366;
2026;1;2240.01.0005100/2025-45;INSTITUTO MINEIRO DE GESTAO DAS AGUAS;Universidade Federal de Alfenas - Unifal;"onstitui objeto do presente ACORDO DE COOPERAÇÃO a mútua cooperação entre as os signatários em prol da execução da Política Pública na implantação do ""NÚCLEO DE PRÁTICAS EM RECURSOS HÍDRICOS NA UNIFAL-MG"", conforme Plano de Trabalho.";2026-02-01 00:00:00;2029-02-01 00:00:00;Vigente  ;https://comites.igam.mg.gov.br/documents/d/igam/sei_132815641_acordo_de_cooperacao_tecnica_1_2026-1-;
2026;S/N;1370.01.0050595/2022-59;JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS;SECRETARIA DE ESTADO DO MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL  DE MINAS GERAIS;Acesso a Base de Dados do Cadastro Estadual de Empresas Mercantis, organizado, mantido e atualizado pela JUCEMG.;2026-05-05 00:00:00;2031-05-04 00:00:00;Vigente;https://nuvem.cge.mg.gov.br/index.php/s/XD8HoCKkiCRTjDZ;
2026;S/N;2250.01.0000705/2026-14;JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS;SERVICO DE APOIO AS MICRO E PEQUENAS EMPRESAS DE MINAS GERAIS - SEBRAE;Constitui objeto do presente ACORDO entre os partícipes e futuros aderentes, nos campos de suas atribuições e respectivas competências, a implantação, a promoção e coordenação de ações para prestação de serviços, informações e capacitações a empreendedores, empresários, usuários da Sala Mineira do Empreendedor em Minas Gerais.;2026-06-08 00:00:00;2031-06-07 00:00:00;Vigente;https://nuvem.cge.mg.gov.br/index.php/s/7WFc8tTDGPyb7Ed;
2026;1;2040.01.0000049/2026-16;LOTERIA DO ESTADO DE MINAS GERAIS;COMPANHIA DE HABITACAO DO ESTADO DE MINAS GERAIS;"O objeto do presente Acordo de Cooperação Técnica é a execução de atividades conjuntas e por mútua cooperação entre as partes para o desenvolvimento de atividades internas de interesse da gestão de cada uma das entidades que envolvam as atividades de expertise de cada uma das entidades envolvidas, especialmente nas áreas de engenharia e de conhecimento técnico para o desenvolvimento de campanhas de promoção, por meio de ações conjuntas; troca de informações e dados úteis, elaboração de diagnósticos e relatórios; troca de insumos; compartilhamento de materiais, tecnologias e capital intelectual, e ações correlatas, a ser executado conforme especificações estabelecidas no presente Acordo.";2026-03-03 00:00:00;2027-03-03 00:00:00;Vigente;https://cecad365-my.sharepoint.com/personal/x19067926_ca_mg_gov_br/Documents/Termo%20e%20Acordo%20de%20Coopera%C3%A7%C3%A3o%20T%C3%A9cnica%20-%20OAB%20-%20COHAB/SEI_134416341_Termo_de_Cooperacao_Tecnica_COHAB_LEMG_01_2026.pdf?CT=1781009179810&OR=ItemsView;
2026;1;2040.01.0000119/2026-66;LOTERIA DO ESTADO DE MINAS GERAIS;ORDEM DOS ADVOGADOS DO BRASIL;O presente Termo de Cooperação Técnica tem por objeto o estabelecimento de cooperação técnica e acadêmica entre os partícipes, visando ao aprimoramento do conhecimento técnico referente ao setor de Loterias e Apostas de Quota Fixa no âmbito do Estado de Minas Gerais.;2026-04-24 00:00:00;2028-04-24 00:00:00;Vigente;https://cecad365-my.sharepoint.com/personal/x19067926_ca_mg_gov_br/Documents/Termo%20e%20Acordo%20de%20Coopera%C3%A7%C3%A3o%20T%C3%A9cnica%20-%20OAB%20-%20COHAB/SEI_138249037_Termo_de_Cooperacao_Tecnica_01%20OAB.pdf?CT=1781009056591&OR=ItemsView;
2026;17;1510.01.0276478/2024-92;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIAL DE CAMPESTRE;O presente Acordo de Cooperação Técnica tem por objeto o estabelecimento de parceria entre os  partícipes, visando otimizar a prestação de serviços de identificação civil na cidade;2026-05-06 00:00:00;2031-05-05 00:00:00;Vigente;https://drive.google.com/file/d/1wfVaL38M8ttJjRrmgJFuDGELRxqffeMK/view?usp=drive_link;
2026;8;1510.01.0153066/2025-69;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIAL DE CHAPADA GAUCHA;O presente Acordo de Cooperação Técnica tem por objeto o estabelecimento de parceria entre os  partícipes, visando otimizar a prestação de serviços de identificação civil na cidade;2026-04-10 00:00:00;2030-04-09 00:00:00;Vigente;https://drive.google.com/file/d/1p97DnfpwOyYwKBYZruraWQPVIlFscEzN/view?usp=drive_link;
2026;11;1510.01.0240796/2025-02;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIAL DE INIMUTABA;O presente Acordo de Cooperação Técnica tem por objeto o estabelecimento de parceria entre os  partícipes, visando otimizar a prestação de serviços de identificação civil na cidade;2026-04-10 00:00:00;2029-04-09 00:00:00;Vigente;https://drive.google.com/file/d/1MzHz-Z2WoqklT_Rq_uQRmArrW26f_3Ji/view?usp=drive_link;
2026;7;1510.01.0035379/2023-98;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIAL DE MATIPO;O presente Acordo de Cooperação Técnica tem por objeto o estabelecimento de parceria entre os  partícipes, visando otimizar a prestação de serviços de identificação civil na cidade;2026-02-05 00:00:00;2031-02-04 00:00:00;Vigente;https://drive.google.com/file/d/1sBqyh3qb5qL0LHSlIt1R_rVBUMyDQJ5o/view?usp=drive_link;
2026;13;1510.01.0051799/2026-39;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIAL DE NOVA LIMA;O presente Acordo de Cooperação Técnica tem por objeto o estabelecimento de parceria entre os  partícipes, visando otimizar a prestação de serviços de identificação civil na cidade;2026-04-29 00:00:00;2030-12-28 00:00:00;Vigente;https://drive.google.com/file/d/1bXQvSkqHnp3bdvF_zRxo7RdEDoS8yZjT/view?usp=drive_link;
2026;3;1510.01.0029036/2026-48;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIAL DE PAPAGAIOS;O presente Acordo de Cooperação Técnica tem por objeto o estabelecimento de parceria entre os  partícipes, visando otimizar a prestação de serviços de identificação civil na cidade;2026-03-19 00:00:00;2031-03-18 00:00:00;Vigente;https://drive.google.com/file/d/1xqdajsQ-tLSVgkFNarxtYF0AVCyKdPex/view?usp=drive_link;
2026;9;1510.01.0177536/2025-46;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIAL DE PIRAPETINGA;O presente Acordo de Cooperação Técnica tem por objeto o estabelecimento de parceria entre os  partícipes, visando otimizar a prestação de serviços de identificação civil na cidade;2026-03-18 00:00:00;2030-03-17 00:00:00;Vigente;https://drive.google.com/file/d/1HyVXiproXYRbYk1xlTPvWYgsY7hmWCoQ/view?usp=drive_link;
2026;25;1510.01.0097617/2026-91;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIAL DE SANTA MARIA DO SALTO;O presente Acordo de Cooperação Técnica tem por objeto o estabelecimento de parceria entre os  partícipes, visando otimizar a prestação de serviços de identificação civil na cidade;2026-06-02 00:00:00;2029-06-01 00:00:00;Vigente;https://drive.google.com/file/d/1eefLA4VFjEbJN2nBcEy9bCcxYLAxLXuM/view?usp=drive_link;
2026;24;1510.01.0086468/2026-26;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIAL DE SANTO ANTONIO DO RIO ABAIXO;O presente Acordo de Cooperação Técnica tem por objeto o estabelecimento de parceria entre os  partícipes, visando otimizar a prestação de serviços de identificação civil na cidade;2026-05-28 00:00:00;2031-05-27 00:00:00;Vigente;https://drive.google.com/file/d/14GSxLwhLkXZjs8J52SYbJdr9fVrXFVHA/view?usp=drive_link;
2026;20;1510.01.0165265/2025-11;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIAL DE SAO JOAO DO MANHUACU;O presente Acordo de Cooperação Técnica tem por objeto o estabelecimento de parceria entre os  partícipes, visando otimizar a prestação de serviços de identificação civil na cidade;2026-05-23 00:00:00;2031-05-22 00:00:00;Vigente;https://drive.google.com/file/d/10FDI_AcpE2KndmECyzDro6EDP6HTzN4f/view?usp=drive_link;
2026;2;1510.01.0107810/2025-72;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIAL DE SAO JOSE DO ALEGRE;O presente Acordo de Cooperação Técnica tem por objeto o estabelecimento de parceria entre os  partícipes, visando otimizar a prestação de serviços de identificação civil na cidade;2026-06-03 00:00:00;2031-06-02 00:00:00;Vigente;https://drive.google.com/file/d/11McjbAqtJtYsRYCJ-H6Ek6TayJ8XBp6I/view?usp=drive_link;
2026;14;1510.01.0253742/2025-48;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIAL DE SAO TOMAS DE AQUINO;O presente Acordo de Cooperação Técnica tem por objeto o estabelecimento de parceria entre os  partícipes, visando otimizar a prestação de serviços de identificação civil na cidade;2026-04-29 00:00:00;2031-04-28 00:00:00;Vigente;https://drive.google.com/file/d/17TCZmUAxQLTE3NTMEb_QLdqxn94CZVek/view?usp=drive_link;
2026;16;1510.01.0203886/2023-97;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIPAL DE CAREACU;Repasse de Recursos Materiais;2026-03-21 00:00:00;2028-12-31 00:00:00;Vigente;https://drive.google.com/file/d/1xfNjr0AqCXf94n4KqrdxrP6_IG-0AfM1/view?usp=drive_link;
2026;82;1510.01.0032487/2025-91;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIPAL DE CAXAMBU;Repasse de Recursos Materiais e cessão de Pessoal;2026-01-30 00:00:00;2028-12-29 00:00:00;Vigente;https://drive.google.com/file/d/1yY4mCknSdLkNnKsNZaLHHspCgKioQflS/view?usp=drive_link;
2026;7;1510.01.0005250/2025-36;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIPAL DE DESTERRO DE MINAS;Repasse de Recursos Materiais;2026-03-21 00:00:00;2031-03-20 00:00:00;Vigente;https://drive.google.com/file/d/1ukSLb91dNs-mWkFApGB8Po2xdGI2L3TR/view?usp=drive_link;
2026;34;1510.01.0122747/2025-02;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIPAL DE DIVINESIA;Cessão de Pessoal;2026-05-14 00:00:00;2031-05-13 00:00:00;Vigente;https://drive.google.com/file/d/1PkheMHUZgU1t3d4NUi1HbCI9ftqHkKDb/view?usp=drive_link;
2026;35;1510.01.0211289/2024-33;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIPAL DE DORES DE GUANHAES;Repasse de Recursos Materiais e cessão de Pessoal;2026-01-05 00:00:00;2027-12-31 00:00:00;Vigente;https://drive.google.com/file/d/1sUZ3NPhf1tUnEbrJ6oQCND6UhWbJuL4o/view?usp=drive_link;
2026;137;1510.01.0003963/2025-59;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIPAL DE ITAMOGI;Repasse de Recursos Materiais e cessão de Pessoal;2026-01-01 00:00:00;2029-12-31 00:00:00;Vigente;https://drive.google.com/file/d/1Fq-7QzwMEYHHB6pQvoOrhyQ8Fd6kOULb/view?usp=drive_link;
2026;12;1510.01.0064965/2025-65;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIPAL DE MACHADO;Repasse de Recursos Materiais;2026-01-01 00:00:00;2026-12-31 00:00:00;Vigente;https://drive.google.com/file/d/1PMUjLeDEdwkaUg8Q8LNBtNIviJYbT-Jk/view?usp=drive_link;
2026;15;1510.01.0091441/2025-06;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIPAL DE MARLIERIA;Repasse de Recursos Materiais e cessão de Pessoal;2026-03-21 00:00:00;2028-12-31 00:00:00;Vigente;https://drive.google.com/file/d/143fDp5DHSrvnxgd6Dryjffkb3Xgcbhzh/view?usp=drive_link;
2026;36;1510.01.0253416/2024-26;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIPAL DE PIAU;Repasse de Recursos Materiais;2026-03-05 00:00:00;2028-12-31 00:00:00;Vigente;https://drive.google.com/file/d/1cpxbT-xZBw8YY_1wyI8AS3oBQ4tAAu7D/view?usp=drive_link;
2026;44;1510.01.0245162/2024-75;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIPAL DE POMPEU;Repasse de Recursos Materiais e cessão de Pessoal;2026-01-01 00:00:00;2027-12-31 00:00:00;Vigente;https://drive.google.com/file/d/1xWxTTzuww-mB04jF_Sxc0k8C3q1yB6Rl/view?usp=drive_link;
2026;31;1510.01.0058502/2025-63;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIPAL DE PRESIDENTE BERNARDES;Repasse de Recursos Materiais;2026-01-01 00:00:00;2030-12-31 00:00:00;Vigente;https://drive.google.com/file/d/129D-UtIcP7sFbZ55PjXUig0ClcxjXI_6/view?usp=drive_link;
2026;37;1510.01.0212233/2024-56;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIPAL DE RIBEIRAO VERMELHO;Repasse de Recursos Materiais e cessão de Pessoal;2026-05-01 00:00:00;2028-12-31 00:00:00;Vigente;https://drive.google.com/file/d/1n9ybAkQZgfMK8EBRZ0VmSWNfLPzfVHtI/view;
2026;27;1510.01.0077796/2025-15;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIPAL DE SAO PEDRO DA UNIAO;Repasse de Recursos Materiais e cessão de Pessoal;2026-01-01 00:00:00;2030-12-31 00:00:00;Vigente;https://drive.google.com/file/d/1VIh7hGvlsQFmBY1HegkDmja5kid3z_SU/view?usp=drive_link;
2026;4;1510.01.0276206/2021-73;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIPAL DE TAIOBEIRAS;Repasse de Recursos Materiais e cessão de Pessoal;2026-02-11 00:00:00;2029-01-10 00:00:00;Vigente;https://drive.google.com/file/d/1dLQaJ7sC7W-PzfPlRsBg4risSrE2yMbB/view?usp=drive_link;
2026;3;1510.01.0246794/2024-49;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIPAL DE TIMOTEO;Repasse de Recursos Materiais e cessão de Pessoal;2026-01-01 00:00:00;2028-12-31 00:00:00;Vigente;https://drive.google.com/file/d/1RrkVIargS8VN3D4exObaQrUyQH751eT2/view?usp=drive_link;
2026;17;1510.01.0211230/2025-71;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIPAL DE URUANA DE MINAS;Repasse de Recursos Materiais;2026-03-21 00:00:00;2030-03-20 00:00:00;Vigente;https://drive.google.com/file/d/1lBkBTIr9ARmjj_87Xd6sVgQTreFrVrW8/view?usp=drive_link;
2026;33;1510.01.0023560/2026-72;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIPAL DE VAZANTE;Repasse de Recursos Materiais e cessão de Pessoal;2026-05-13 00:00:00;2031-05-12 00:00:00;Vigente;https://drive.google.com/file/d/1e0xId42iSal-NezlMW6CSBt2jOkdLMYw/view?usp=drive_link;
2026;S/N;1410.01.0005592/2024-58;SECRETARIA DE ESTADO DE CULTURA E TURSMO;COMPANHIA ENERGÉTICA DE MINAS GERAIS;O presente Acordo de Cooperação Técnica tem por objeto desenvolver uma parceria de mútua cooperação, de modo que a SECULT poderá divulgar à entidades da cadeia produtiva do turismo e da cultura com as respectivas CNAES, seus respectivos administradores e demais interessados;2025-07-03 00:00:00;2027-07-03 00:00:00;Vigente;https://www.secult.mg.gov.br/download/category/4-acordos-de-cooperacao?download=4717:sei-1410-01-0005592-2024-58;
2026;S/N;1410.01.0001300/2026-21;SECRETARIA DE ESTADO DE CULTURA E TURSMO;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;O objeto do presente Acordo de Cooperação Técnica é a execução e monitoramento da Pesquisa de Mapeamento do Ecossistema e Cartografia das Experiências de Turismo de Base Comunitária no Estado de Minas Gerais;2026-05-08 00:00:00;2027-11-08 00:00:00;Vigente;https://www.secult.mg.gov.br/download/category/4-acordos-de-cooperacao?download=4667:sei-138217410-acordo-de-cooperacao-tecnica-001;
2026;S/N;2440.01.0000963/2026-18;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;AGÊNCIA REGULADORA DE SANEAMENTO E ENERGIA DE MINAS GERAIS;Constitui uma Cooperação Institucional Estratégica entre a SEDE e a ArsaeMG, fundamentada no princípio da eficiência disposto no art. 37, caput, da Constituição Federal de 1988,que legitima a atuação integrada para a consecução de finalidades públicas e em consonância com a Lei nº 25.669/2025, que altera e amplia o escopo institucional da Arsae-MG. ;2026-04-28 00:00:00;2026-12-31 00:00:00;Vigente;https://nuvem.cge.mg.gov.br/index.php/s/RL6XL7miPA34HgP;
2026;S/N;1220.01.0001607/2026-88;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;COMPANHIA ENERGÉTICA DE MINAS GERAIS;ACORDO DE COOPERAÇÃO TÉCNICA que entre si celebram o ESTADO DE MINAS GERAIS, por intermédio da SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONÔMICO, e a COMPANHIA ENERGÉTICA DE MINAS GERAIS;2026-05-08 00:00:00;2031-05-08 00:00:00;Vigente;https://nuvem.cge.mg.gov.br/index.php/s/ByxBz3XLxeKr9oS;
2026;139976382;1220.01.0001588/2025-22;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS;Constitui objeto deste Acordo a cooperação técnica entre os partícipes para o compartilhamento de dados, informações e metodologias sobre os Arranjos Produtivos Locais (APLs) de Minas Gerais, visando subsidiar a formulação, a implementação e o aprimoramento de políticas públicas de desenvolvimento econômico, ciência, tecnologia, inovação, atração de investimentos, fortalecimento de cadeias produtivas e fomento ao empreendedorismo.;2026-06-02 00:00:00;2031-06-02 00:00:00;Vigente;https://nuvem.cge.mg.gov.br/index.php/s/tiAqyAYZboCkSSA;
2026;S/N;5070.01.0000016/2026-66;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;PREFEITURA MUNICIPAL DE AGUAS FORMOSAS;Conjugação de esforços para a implementação de ações integradas e complementares de Regularização Fundiária Urbana (REURB) e de fomento à Habitação de Interesse Social (HIS) - REURB;2026-05-23 00:00:00;2028-03-22 00:00:00;Vigente;https://nuvem.cge.mg.gov.br/index.php/s/43gqkr5t2ctCMgt;
2026;6º TA;1220.01.0001058/2024-76;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;PREFEITURA MUNICIPAL DE ALAGOA;Implementação do programa Cidades do Futuro junto ao município, por meio do acesso a soluções tecnológicas para a digitalização de serviços e processos, ao pacote normativo para estímulo local à inovação, do apoio para o amadurecimento da maturidade municipal em cidades inteligentes e da assistência para o incentivo ao ecossistema local de inovação.;2026-03-12 00:00:00;2028-03-12 00:00:00;Vigente;https://nuvem.cge.mg.gov.br/index.php/s/2cyZw6ZmSN5mkPc;
2026;S/N;1220.01.0001096/2026-14;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;PREFEITURA MUNICIPAL DE ARAÇAÍ;Implementação do programa Cidades do Futuro junto ao município, por meio do acesso a soluções tecnológicas para a digitalização de serviços e processos, ao pacote normativo para estímulo local à inovação, do apoio para o amadurecimento da maturidade municipal em cidades inteligentes e da assistência para o incentivo ao ecossistema local de inovação.;2026-04-09 00:00:00;2028-04-09 00:00:00;Vigente;https://nuvem.cge.mg.gov.br/index.php/s/ZLTwHDc42PRF6AG;
2026;S/N;5070.01.0000019/2026-82;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;PREFEITURA MUNICIPAL DE ARANTINA;Conjugação de esforços para a implementação de ações integradas e complementares de Regularização Fundiária Urbana (REURB) e de fomento à Habitação de Interesse Social (HIS) - REURB;2026-06-07 00:00:00;2028-04-06 00:00:00;Vigente;https://nuvem.cge.mg.gov.br/index.php/s/YRJF2tE4EZkBWxX;
2026;S/N;5070.01.0000020/2026-55;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;PREFEITURA MUNICIPAL DE ARAPORA;Conjugação de esforços para a implementação de ações integradas e complementares de Regularização Fundiária Urbana (REURB) e de fomento à Habitação de Interesse Social (HIS) - REURB;2026-06-08 00:00:00;2028-04-07 00:00:00;Vigente;https://nuvem.cge.mg.gov.br/index.php/s/adZStW5FF7Dogsa;
2026;S/N;5070.01.0000021/2026-28;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;PREFEITURA MUNICIPAL DE ARICANDUVA;Conjugação de esforços para a implementação de ações integradas e complementares de Regularização Fundiária Urbana (REURB) e de fomento à Habitação de Interesse Social (HIS) - REURB;2026-05-07 00:00:00;2028-03-06 00:00:00;Vigente;https://nuvem.cge.mg.gov.br/index.php/s/fRxPDfcsww6soJC;
2026;S/N;5070.01.0000023/2026-71;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;PREFEITURA MUNICIPAL DE BAEPENDI;Conjugação de esforços para a implementação de ações integradas e complementares de Regularização Fundiária Urbana (REURB) e de fomento à Habitação de Interesse Social (HIS) - REURB;2026-04-24 00:00:00;2028-02-23 00:00:00;Vigente;https://nuvem.cge.mg.gov.br/index.php/s/e7HNRaecNSA3iXo;
2026;S/N;5070.01.0000024/2026-44;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;PREFEITURA MUNICIPAL DE BERILO;Conjugação de esforços para a implementação de ações integradas e complementares de Regularização Fundiária Urbana (REURB) e de fomento à Habitação de Interesse Social (HIS) - REURB;2026-05-07 00:00:00;2028-03-06 00:00:00;Vigente;https://nuvem.cge.mg.gov.br/index.php/s/4JkZrzeAsjbqq7e;
2026;S/N;1220.01.0004315/2025-16;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;PREFEITURA MUNICIPAL DE BICAS;Implementação do programa Cidades do Futuro junto ao município, por meio do acesso a soluções tecnológicas para a digitalização de serviços e processos, ao pacote normativo para estímulo local à inovação, do apoio para o amadurecimento da maturidade municipal em cidades inteligentes e da assistência para o incentivo ao ecossistema local de inovação.;2026-01-14 00:00:00;2028-01-14 00:00:00;Vigente;https://nuvem.cge.mg.gov.br/index.php/s/4xsS9boXXcw6KmN;
2026;S/N;1220.01.0004383/2025-23;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;PREFEITURA MUNICIPAL DE BONITO DE MINAS;Implementação do programa Cidades do Futuro junto ao município, por meio do acesso a soluções tecnológicas para a digitalização de serviços e processos, ao pacote normativo para estímulo local à inovação, do apoio para o amadurecimento da maturidade municipal em cidades inteligentes e da assistência para o incentivo ao ecossistema local de inovação.;2026-01-21 00:00:00;2028-01-21 00:00:00;Vigente;https://nuvem.cge.mg.gov.br/index.php/s/MyoCmmd2Nfd8P9t;
2026;S/N;5070.01.0000028/2026-33;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;PREFEITURA MUNICIPAL DE BUENOPOLIS;Conjugação de esforços para a implementação de ações integradas e complementares de Regularização Fundiária Urbana (REURB) e de fomento à Habitação de Interesse Social (HIS) - REURB;2026-04-17 00:00:00;2028-02-16 00:00:00;Vigente;https://nuvem.cge.mg.gov.br/index.php/s/YL5gg7tTkLkyGA8;
2026;S/N;5070.01.0000030/2026-76;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;PREFEITURA MUNICIPAL DE CAMPO DO MEIO;Conjugação de esforços para a implementação de ações integradas e complementares de Regularização Fundiária Urbana (REURB) e de fomento à Habitação de Interesse Social (HIS) - REURB;2026-05-07 00:00:00;2028-03-06 00:00:00;Vigente;https://nuvem.cge.mg.gov.br/index.php/s/PdW6p6fxCR82XSA;
2026;S/N;5070.01.0000031/2026-49;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;PREFEITURA MUNICIPAL DE CANDEIAS;Conjugação de esforços para a implementação de ações integradas e complementares de Regularização Fundiária Urbana (REURB) e de fomento à Habitação de Interesse Social (HIS) - REURB;2026-05-23 00:00:00;2028-03-22 00:00:00;Vigente;https://nuvem.cge.mg.gov.br/index.php/s/gdtnedGgAM9GsAZ;
2026;S/N;5070.01.0000032/2026-22;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;PREFEITURA MUNICIPAL DE CAPELINHA;Conjugação de esforços para a implementação de ações integradas e complementares de Regularização Fundiária Urbana (REURB) e de fomento à Habitação de Interesse Social (HIS) - REURB;2026-06-08 00:00:00;2028-04-07 00:00:00;Vigente;https://nuvem.cge.mg.gov.br/index.php/s/Eyma82fA7AkJJFw;
