ano;numero_termo;numero_sei;orgao_acordo;parceiro_acordo;objeto;inicio_vigencia;fim_vigencia;situacao;link_documento
"2020";"S/N";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE SALINAS";"Formalização do interesse mútuo entre o 8º Pelotão de Salinas e a Defesa Civil Municipal de Salinas em transferir a base do COMPDEC para a estrutura do pelotão BM de Salinas.";"2020-12-24";"2022-12-23";"ENCERRADO";"https://drive.google.com/file/d/17AYetbcV8tSsO1MYuuZd8vZATSrZkMvr/view?usp=sharing"
"2020";"6236";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE ARAXA";"Estabelecimento de condições de cooperação mútua entre os convenentes, visando a execução pelo CBMMG, dos Serviços de Prevenção e de Combate a Incêndios, Buscas e Salvamento, Resgate e Execução de Atividades de Defesa Civil no município de Araxá e região, visando ainda à efetiva e cada vez melhor manutenção da ordem de defesa social.";"2020-10-08";"2020-12-31";"ENCERRADO";"https://drive.google.com/file/d/1g16IfdauwLyNTnjbF8xQzUGgecoaA_dV/view?usp=sharing"
"2020";"27";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE ARAXA";"Integração da Coordenadoria Municipal de Proteção e Defesa civil – CMPDEC e o Corpo de Bombeiros Militar de Minas Gerais – CBMMG na gestão, gerenciamento, coordenação e execução das ações de Defesa Civil no Município de Araxá.";"2021-01-06";"2021-12-31";"ENCERRADO";"https://drive.google.com/file/d/1fuvfYDLCpL6eknWF4PA18hlT06u_v0VA/view?usp=sharing"
"2020";"4049";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE BELO HORIZONTE";"Oferta de treinamentos em ambiente virtual, que se realizará por meio do estabelecimento de vínculo de cooperação técnica entre as partes signatárias, com a finalidade de Prevenção e Combate a Incêndios em Canaviais, proporcionando aos instruendos condições técnicas para o combate aos princípios de incêndios e ao CBMMG um combate mais efetivo.";"2020-10-08";"2022-10-07";"ENCERRADO";"https://drive.google.com/file/d/1__sLZ3ZmQxJfIsUZmfTeA3vcF-pSHnJN/view?usp=sharing"
"2020";"1";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE UBERABA";"Estabelecimento de parceria entre a Universidade Federal do Triângulo Mineiro – UFTM e o Corpo de Bombeiros Militares do estado de Minas Gerais - CBMMG, visando, a mútua cooperação técnico-científica entre as partes, para a produção de conhecimento técnico-científico voltado à atividades de proteção e defesa civil, bem como à elaboração de protocolos de enfrentamento a este tipo de ocorrências, através de projetos a serem desenvolvidos no âmbito dos programas científicos de pesquisa e pósgraduação e em ações complementares de extensão e ensino da UFTM, com o colaboração mútua de pessoal, instalações, equipamentos e conhecimentos técnicos presentes nas duas instituições.";"2020-11-11";"2025-11-10";"ENCERRADO";"https://drive.google.com/file/d/1nYlyiOP2rHqzg71auZGV8R2kwFW5B_mo/view?usp=sharing"
"2020";"22040201";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE CARANDAI";"Estabelecer as intenções do CBMMG e do Município de Carandaí / MG, em firmar um Instrumento Público Específico, com vistas à execução pelo CBMMG, dos Serviços de Prevenção e de Combate a Incêndio, Busca e Salvamento, Resgate e Defesa Civil no Município de Carandaí / MG, impondo assim condições para que o CBMMG preste serviços de qualidade na região, mediante a construção da sede da Fração BM (Posto Avançado) no município de Carandaí a cargo da Prefeitura Municipal, que deverá ocorrer no prazo de 12 (doze) meses após a assinatura deste instrumento.";"2020-12-15";"2021-12-14";"ENCERRADO";"https://drive.google.com/file/d/1jZN_1W0FNPDepUmn-w0WWpSu5J0g9xM5/view?usp=sharing"
"2020";"2";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE PASSOS";"Estabelecimento de condições de cooperação mútua entre os convenentes, visando o desenvolvimento pelo CBMMG do seguinte Projeto de Responsabilidade Social: - Bombeiro Mirim.";"2020-11-24";"2025-11-23";"ENCERRADO";"https://drive.google.com/file/d/1jqE0yZZQ2Xs4Yt4DsjURknNx_A_TZD9c/view?usp=sharing"
"2020";"3";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE SAO JOAO EVANGELISTA";"Estabelecimento de condições de cooperação mútua entre os convenentes, visando a execução pelo CBMMG, dos Serviços de Prevenção e Combate a Incêndios, Busca e Salvamento, Resgate e Defesa Civil no município de São João Evangelista/MG e região.";"2020-06-27";"2021-06-26";"ENCERRADO";"https://drive.google.com/file/d/1bozupEyCwgAfniH72XHQlLRbFS3hWK3p/view?usp=sharing"
"2020";"2020";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE ITABIRITO";"O estabelecimento de condições de cooperação mútua entre os convenentes, visando à criação, manutenção e o credenciamento da Brigada Municipal de Itabirito, para execução dos serviços de prevenção e combate a incêndio e atendimento a emergências, conforme prescreve o § 2º do artigo 3º da Lei Federal nº 13.425/2017 c/c o caput do artigo 32 da Portaria do CBMMG nº 33/2018.";"2020-07-29";"2025-07-29";"ENCERRADO";"https://drive.google.com/file/d/11RA83EmalOE7naOIpIRsvjLHpOEyakEs/view?usp=sharing"
"2020";"13";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE UBERLANDIA";"Estabelecimento de condilões de cooperação mútua entre os convenentes, com fito de proporcionar a execução pelo CBMMG/5º BBM e pela Prefeitura Municpal de Uberlândia, atividades referntes ao Projeto de Responsabilidades Social Bombeiro Mirim que trata-se de uma ação ensino/social quem tem como ojetivo oferecer a 100(cem) aadolescentes na faixa etária entre os 8 (oit) e 16 (dezesseis) anos, matriculados nos Núcleos de Apoio Integral à Criança e ao Adolescente (NAICA's), uma inserção em cultura prevencionista de valorização da vida, por meio de ligações de cidadania, civismo, patriotismo, meio ambiente, prevenção às drogas, primeiros socorros, prevenção a acidentes domésticos e a acidentes de trânsito, dentre outros, a serem executados e/ou coordenados pelo Corpo de Bombeiros Militar do 5º BBM.";"2020-03-02";"2020-12-31";"ENCERRADO";"https://drive.google.com/file/d/15ttL6wJc7mZeb6YHuxkeoxBCydOZBVmL/view?usp=sharing"
"2020";"55";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE UBERABA";"Promoção de ações e atividades do ora partícipe conveniado para assistência médica´veterinária aos semoventes pertencentes 8º Batalhão do Corpo de Bombeiros Militares de Minas Gerais instalada no endereço alhures mensurado, em contrapartida, sempre que demandado pelo partícepe conveniado o partícipe convenente deverá disponibilizar os semoventes para doação de sangue.";"2020-05-26";"2022-11-25";"ENCERRADO";"https://drive.google.com/file/d/1sYirRWyqitN-DsUvBk4j9OorGbnX0kyR/view?usp=sharing"
"2019";"9";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE BELO HORIZONTE";"Estabelecimento de diretrizes para regulação das ações e da coordenação dos atendimentos a ocorrências e emergências pré-hospitalares na Macrorregião Nordeste e Jequitinhonha de Minas Gerais, composta pelos municípios da área de atuação do CISNORJE, do 4º Comando Operacional de Bombeiros, do 5º Comando Operacional de Bombeiros e do Batalhão de Operações Aéreas.";"2019-03-13";"2024-03-12";"ENCERRADO";"https://drive.google.com/file/d/11hrH23BIt9oowkszFJrUYl2gSjlly_UA/view?usp=sharing"
"2019";"1";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE UBERLANDIA";"O presente convênio tem por objeto o estabelecimento de condições de cooperação mútua entre os convenentes, com o fito de proporcionar a execução pelo CBMMG/5º BBM e pela Prefeitura Municipal de Uberlândia, atividades referentes ao Projeto de Responsabilidade Social Bombeiro Mirim que trata-se de uma ação ensino/social que tem como objetivo oferecer a 100 (cem) adolescentes na faixa etária entre os 8 (oito) e 16 (dezesseis) anos, matriculados nos Núcleos de Apoio Integral à Criança e ao Adolescente (NAICA’s), uma inserção em cultura prevencionista de valorização da vida, por meio de lições de cidadania, civismo, patriotismo, meio ambiente, prevenção às drogas, primeiros socorros, prevenção a acidentes domésticos e a acidentes de trânsito, dentre outros, a serem executados e/ou coordenados pelo Corpo de Bombeiros Militares do 5º BBM.";"2019-03-11";"2019-12-31";"ENCERRADO";"https://drive.google.com/file/d/1TlGQvaLGH4gg9fur7LS9yz_lLWw7gdqX/view?usp=sharing"
"2019";"S/N";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE GOVERNADOR VALADARES";"Estabelecimento de diretrizes para integração entre o SAMU ( Serviço de Atendimento Móvel de Urgência) e o Corpo de Bombeiro Militar de MInas Gerais - CBMMG/6º BBM, referente as ações e coordenação dos atendimentos a ocorrências de urgências e emergências pré-hospitalares, ocorridas no município de Governador Valadares e região, em conformidade com a Portaria GM/MS nº 2.048 de 05 de novembro de 2022 e as atividades de transporte aeromédico realizadas de Batalhão de Operações Aéreas.";"2019-07-12";"2024-07-11";"ENCERRADO";"https://drive.google.com/file/d/1VLUB1xdPYUw9Fc6tVe87Ao-AUHwfSn-9/view?usp=sharing"
"2019";"3";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE PARACATU";"Cessão de uso do Imóvel localizado na Rua Bento Pereira Mundim nº 94 Bairro Amoreiras I, de propriedade da União conforme matricula nº 18847, livro nº 2, ficha nº 18412 do cartório de Registro de Imóveis da Comarca de Paracatu Minas Gerais, cedido ao Município de Paracatu destinado a instalação e funcionamento de Uma Fração de Bombeiro Militar no Município de Paracatu..";"2020-01-28";"2040-01-27";"VIGENTE";"https://drive.google.com/file/d/153kO69hQPUHol2mnh6E0_vHIji1dK4kU/view?usp=sharing"
"2019";"6231";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE OURO PRETO";"Estabelecimento de condições de cooperação mútua entre os convenentes, visando à execução pelo CBMMG, dos serviços de prevenção e de combate a incêndio, busca e salvamento, resgate e defesa civil no município e região.";"2019-05-25";"2020-05-24";"ENCERRADO";"https://drive.google.com/file/d/1Frb_r9ugdShBsfOPZLOiLMleDjB1R3hX/view?usp=sharing"
"2019";"5";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE RIO POMBA";"O estabelecimento de condições de cooperação mútua entre os convenentes, visando à execução pelo CBMMG, dos Serviços de Prevenção e de Combate a Incêndio e pânico, Busca e Salvamento, atendimento pré-hospitalar (Resgate)e Defesa Civil no Município de RIO POMBA/MG e região, bem como o desenvolvimento das ações por parte da Prefeitura Municipal de RIO POMBA/MG para apoio à manutenção ininterrupta dos serviços do CBMMG.";"2021-01-01";"2021-12-31";"ENCERRADO";"https://drive.google.com/file/d/1uSIL7V2co7QTC7fImjlQ4QzkH-I3EjGr/view?usp=sharing"
"2019";"6";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE RODEIRO";"Constitui objeto do plano de trabalho a cooperação mútua entre o Município de RODEIRO/MG e o Corpo de Bombeiros Militar de Minas Gerais, visando à promoção das ações de proteção e defesa civil, estabelecidas pela Política Nacional de Defesa Civil através da Lei Federal nº 12.608/2012. Constitui-se ainda objeto, deste convênio, a mútua cooperação visando ao cumprimento da Lei Estadual 14.130/2001 e Lei Federal nº 13.425/2017, no que se refere às ações de prevenção e combate a incêndio e a desastres e apoio nas ações de competência do CBMMG no município de Rodeiro/MG e região.";"2021-01-01";"2021-12-31";"ENCERRADO";"https://drive.google.com/file/d/1CwS5xvWxlrkDYNptxnpf3d2agTjNw8la/view?usp=sharing"
"2019";"2";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE ROSARIO DA LIMEIRA";"Estabelecimento de condições de cooperação mútua entre os convenentes, visando à execução pelo CBMMG, dos Serviços de Prevenção e de Combate a Incêndio e pânico, Busca e Salvamento, atendimento pré-hospitalar (Resgate)e Defesa Civil no Município de ROSÁRIO DA LIMEIRA/MG e região, bem como o desenvolvimento das ações por parte da Prefeitura Municipal de ROSÁRIO DA LIMEIRA/MG para apoio à manutenção ininterrupta dos serviços do CBMMG";"2021-05-15";"2022-05-14";"ENCERRADO";"https://drive.google.com/file/d/1l-gEyeKvVRhPU93W9qrbch9X4K8SzSJA/view?usp=sharing"
"2019";"6233";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE SANTA LUZIA";"""Estabelecimento de condições de cooperação mútua entre os convenentes, visando a execução dos serviços prestados pelo CBMMG e ações por parte da Pref . de Santa Luzia para a instalação da futura sede da fração do CBMMG no Município""";"2020-09-11";"2021-09-11";"ENCERRADO";"https://drive.google.com/file/d/1L48HiuXWOC6GXP4rnyrHRmUzbIDFbbGD/view?usp=sharing"
"2019";"4001";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE SAO FRANCISCO DO GLORIA";"Estabelecimento de condições de cooperação mútua entre os convenentes, visando à execução pelo CBMMG, dos Serviços de Prevenção e de Combate a Incêndio e pânico, Busca e Salvamento, atendimento pré-hospitalar (Resgate) e Defesa Civil no Município de São Francisco do Glória e região, bem como odesenvolvimento das ações por parte da Prefeitura Municipal de São Francisco do Glória para apoio à manutenção ininterrupta dos serviços do CBMMG.";"2023-06-01";"2024-05-31";"ENCERRADO";"https://drive.google.com/file/d/1K3DFCoOeUet9IdJbD9SL7vmpVroCoTfr/view?usp=sharing"
"2019";"7";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE TOCANTINS";"Cooperação mútua entre o Município de Tocantins/MG e o Corpo de Bombeiros Militar de Minas Gerais, visando à promoção das ações de proteção e defesa civil, estabelecidas pela Política Nacional de Defesa Civil através da Lei Federal nº 12.608/2012.Constitui-se ainda objeto, deste convênio, a mútua cooperação visando ao cumprimento da Lei Estadual 14.130/2001 e Lei Federal nº 13.425/2017, no que se refere as ações de prevenção e combate a incêndio e a desastres e apoio nas ações de competência do CBMMG no município de Tocantins/MG e região.";"2023-01-24";"2024-12-31";"ENCERRADO";"https://drive.google.com/file/d/1FHYsz_PQk7Kv3SXKmBt5OJW2_nhO52Pb/view?usp=sharing"
"2019";"4002";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE UBA";"Desenvolvimento do Projeto “Promoção das ações de Proteção e Defesa Civil”, pelo Corpo de Bombeiros Militar de Minas Gerais, em parceria com a Defesa Civil do município de Ubá, buscando o fortalecimento da resiliência local, em conformidade com os objetivos da Política Nacional de Proteção e Defesa Civil estabelecidos pela Lei Federal nº 12.608/2012.";"2020-02-12";"2025-02-12";"ENCERRADO";"https://drive.google.com/file/d/11qE5fLePo0SJpAe6rGqJ2DSX7EAnwCb9/view?usp=sharing"
"2019";"4003";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE VICOSA";"O estabelecimento de condições de cooperação mútua entre os convenentes, visando à execução pelo CBMMG, dos Serviços de Prevenção e de Combate a Incêndio, Busca e Salvamento, Resgate e Defesa Civil no Município de Viçosa e região.";"2019-11-07";"2019-11-06";"ENCERRADO";"https://drive.google.com/file/d/16U2WL9-I1Rr3h_0IkaKwJW7xx86GkRvI/view?usp=sharing"
"2019";"4004";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE VICOSA";"Cooperação técnica e gratuita, através da cessão do espaço para instalação de uma repetidora pertencente ao CBMMG, de forma a permitir ao Corpo de Bombeiros Militar de Minas Gerais, exercer suas atividades constitucionais no município de Viçosa, contribuindo para a ampliação da segurança da população local, atendendo desta forma, aos interesses comuns dos convenentes.";"2019-12-31";"2024-12-12";"ENCERRADO";"https://drive.google.com/file/d/1vo5VvD68L0cv7ENeNZ9O0nfuUJiAtYJc/view?usp=sharing"
"2019";"81";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE UBERLANDIA";"Cooperação mútua entre os convenentes para coordenação e execução dos serviços de atendimento pré-hospitalar móvel no Município de Uberlândia através do SIATE 193 – Sistema Integrado de Atendimento a Traumas e Emergências .";"2019-07-10";"2020-12-31";"ENCERRADO";"https://drive.google.com/file/d/1KI7JD2vgu9hWRjf7Z15SkhiGog8BTd12/view?usp=sharing"
"2018";"6226";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE ALMENARA";"Estabelecimento de condições de cooperação mútua entre os convenentes, com o fito de proporcionar a execução pelo CBMMG, dos Serviços de Prevenção e de Combate a Incêndio, Busca e Salvvamento, Resgate e Defesa Civil no Município de Almenara/MG e região.";"2018-07-20";"2019-07-19";"ENCERRADO";"https://drive.google.com/file/d/101-CE4L6Wbi3TI7wfcZ-em6mn8NGL5TA/view?usp=sharing"
"2018";"S/N";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE SACRAMENTO";"Estabelecer as intenções do CBMMG e do Município de Sacramento/ MG em firmar instrumento Público Específico, com vistas à execução pelo CBMMG, dos serviços de prevenção e de combate a incêndio, busca e salvamento, resgate e defesa civil no Município de Sacramento/ MG, impondo assim condições para que o CBMMG preste serviços de qualidade na região, mediante a construção da sede da Fração BM no Município de Sacramento a cargo da Prefeitura Municipal, que deverá ocorrer no prazo de 24 (vinte e quatro) meses a partir de 11/12/2018.";"2018-12-12";"2019-12-11";"ENCERRADO";"https://drive.google.com/file/d/1TrP29Vo6ElmCJignXoHZzdOHCsFeFp0q/view?usp=sharing"
"2018";"6229";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE CURVELO";"Estabelecimento de condições de cooperação mútua entre os convenentes, visando à execução, pelo CBMMG, dos serviços de Prevenção e de Combate a Incêndio, Busca e Salvamento, Resgate e Defesa Civil no município de Curvelo e região.";"2020-11-01";"2022-10-31";"ENCERRADO";"https://drive.google.com/file/d/15hbKF4d4vbx1le9QgFZTTJJM_fbSlinm/view?usp=sharing"
"2018";"1";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE VESPASIANO";"O presente convênio tem por objeto o estabelecimento de condições de cooperação mútua entre os convenentes, visando à execução pelo CBMMG, dos Serviços de Prevenção e de Combate a Incêndios, Buscas e Salvamentos, Resgates e Execução de Atividades de Proteção e Defesa Civil no município.";"2022-10-01";"2023-10-01";"ENCERRADO";"https://drive.google.com/file/d/1WvBPP0o7GhDor6bSjHDaYt2TiHKl8BL1/view?usp=sharing"
"2018";"2";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE UBERLANDIA";"Constitui ojeto do presente Acordo de Cooperação entre UFU e o CBMMG-Uberlândia a mútua cooperação e o fornecimento da parceria na execução de ações de ensino, pesquisa e extensão que visem à promoção das ações de proteção e defesa civil, em conformidade com os objetivos da Política Nacional de Defesa Civil estabelacidos pela Lei Federal nº 12.608/2012.";"2018-05-25";"2020-05-24";"ENCERRADO";"https://drive.google.com/file/d/1Dm3buiSJNQ8K6U281XDIuaWKI8nAHICE/view?usp=sharing"
"2018";"6";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE ARAGUARI";"estabelecer condições de cooperação mútua entre os convenentes, com o fito de proporcionar a execução pelo CBMMG, dos Serviços Prevenção e Combate a Incên- dios, Busca e Salvamento, Resgate e Defesa Civil no municí- pio de Araguari e região.";"2018-01-01";"2018-12-31";"ENCERRADO";"https://drive.google.com/file/d/1m1JxfZz83U4qFuBJUN9MHGmw0RAWKxxS/view?usp=sharing"
"2018";"6220";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE ALEM PARAIBA";"Cooperação Mútua entre o Município de Além Paraíba/MG e o Corpo de Bombeiros Militar de Minas Gerais, visando a instalação de um Posto avançado de Bombeiros Militar no Município de Além Paraíba e região.";"2021-05-10";"2022-05-09";"ENCERRADO";"https://drive.google.com/file/d/1UhkD9V1jtgjsHDTS-IuK3_gEDaBC2Syd/view?usp=sharing"
"2018";"3";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE SAO SEBASTIAO DO PARAISO";"Estabelecimento de condições de cooperação mútua entre os convenentes, visando a execução pelo CBMMG dos serviços de prevenção e combate a incêndios, buscas e salvamentos, resgate e defesa civil no município e região.";"2022-01-01";"2022-12-31";"ENCERRADO";"https://drive.google.com/file/d/1ns4uSxEEsNvt1T3A1fhK3BmQEPsLU_Cw/view?usp=sharing"
"2018";"6218";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE MARIANA";"Estabelecimento de condições de cooperação mútua entre os convenentes, visando à execução pelo CBMMG, dos serviços de prevenção e de combate a incêndio, busca e salvamento, resgate e defesa civil no";"2020-06-10";"2021-06-10";"ENCERRADO";"https://drive.google.com/file/d/13UQ86OjlUJP1cr4-ij_O_rjjhW2J1LAf/view?usp=sharing"
"2018";"60";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE UBERLANDIA";"Estabelecimento de condições de cooperação mútua entre os convenentes , com o fito de proporcionar a execução pelo CBMMG/5º BBM e pela Prefeitura Municipal de Uberlândia, atividades referntes ao Projeto de Responsabilidade Social Bombeiro Mirim que trata-se de uma ação ensino/social que tem como objetivo oferecer a 100 (cem) adolescentes nafaixa etária entre os 8 (oito) e 16 (dezesseis) anos, matriculados nos Núcleos de Apoio Integral à Criança e ao Adolescente (NAICA's),uma inserção em cultura prevencionista de valorização da vida, por meio de lições de cidadania, civismo, patriotismo, meio ambiente, prevenção às drogas, primeiros socorros, prevenção a acidentes domésticos e a acidentes de trânsito, dentre outros, a serem executados e/ou coordenados pelo Corpo de Bombeiros Militares do 5º BBM.";"2018-05-07";"2018-12-31";"ENCERRADO";"https://drive.google.com/file/d/1XPuzOASoRMUCIN_fGKVnxVNQcQDjsS-q/view?usp=sharing"
"2018";"6225";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE SETE LAGOAS";"Cooperação Administrativa, técnica, financeira e operacional entre os convenentes, visando a instalção e manutenção da 3ª Cia do CBMMG no imóvel cedido pelo Município, com o objetivo de elevá-la à Cia Ind, bem como a execução pelo CBMMG, dos serviços de Prevenção e Combate à Incêndio, Busca e Salvamento, Resgate, Atendimento Pré-Hospitalar e Defesa Civil em conjunto com as instituições envolvidas no Município.";"2018-02-01";"2021-06-30";"ENCERRADO";"https://drive.google.com/file/d/1NlivnG-7LRBRGIWXhA8K8PS1LFBKx5Qw/view?usp=sharing"
"2017";"1";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE RESPLENDOR";"Estabelecimento de condições de cooperação mútua entre os convenentes, visando a execução pelo CBMMG dos serviços de prevenção e combate a incêndios, busca e salvamentos, resgate e defesa civil no município e região.";"2021-09-24";"2022-09-29";"ENCERRADO";"https://drive.google.com/file/d/1EsDi4OB_nX_CkhVUHgqhKhAggBDJ4sWC/view?usp=sharing"
"2017";"19";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE PIUMHI";"Estabelecimento de condições de cooperação mútua entre os convenentes, visando a execução, pelo CBMMG/1ª CIA. IND. BM, dos serviços de prevenção e combate a incêndios, buscas e salvamentos, resgate e defesa civil no Município de Piumhi e região.";"2021-01-01";"2021-12-31";"ENCERRADO";"https://drive.google.com/file/d/1Ji_vZ9jObGYn6NBeR2Wba9R0YY66NJAQ/view?usp=sharing"
"2017";"4001";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE ITUIUTABA";"Estabelecimento de condições de cooperação mútua entre os convenentes, visando aperfeiçoar a prevenção e combate a incêndio e pânico, busca e salvamento, atendimento pré-hospitalar e defesa civil no Município de Ituiutaba, conforme plano de trabalho em anexo.";"2017-01-01";"2021-03-31";"ENCERRADO";"https://drive.google.com/file/d/1yTtl_R927gpuDmHs-23SJlEqqNzDzYNs/view?usp=sharing"
"2017";"6";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE JUATUBA";"Estabelecimento de condições de cooperação mútua entre os convenentes, visando a execução pelo CBMMG dos serviços de Prevenção e Combate a Incêndio, Busca e Salvamento, Resgate e Defesa Civil no município de Juatuba e região.";"2022-03-08";"2023-03-08";"ENCERRADO";"https://drive.google.com/file/d/1cGt94cbYvbl9lUe_x8CgA7hao_AZDdnp/view?usp=sharing"
"2017";"16";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE RIBEIRAO DAS NEVES";"Estabelecimento de condições de cooperação mútua entre os convenentes, visando à execução pelo CBMMG, dos serviços de prevenção e de combate a incêndio, busca e salvamento, resgate e defesa civil no Município e região.";"2020-02-29";"2021-02-28";"ENCERRADO";"https://drive.google.com/file/d/150Z29tRV2bVoRv2yJYZmyjtgmQ3J22og/view?usp=sharing"
"2017";"6210";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE SALINAS";"Estabelecimento de condições de cooperação mútua entre os convenentes, visando à execução pelo CBMMG, dos Serviços de Prevenção e de Combate a Incêndio e pânico, Busca e Salvamento, atendimento pré-hospitalar (Resgate) e Defesa Civil no Município de Salinas/MG e região, bem como o desenvolvimento das ações por parte da Prefeitura Municipal de Salinas/MG para a edificação e instalação da futura Fração do Corpo de Bombeiros Militar.";"2021-11-02";"2022-11-02";"ENCERRADO";"https://drive.google.com/file/d/1JoHSMoRnxXBf3-GAtYABOQXO4Fy67Rf8/view?usp=sharing"
"2016";"1";"";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREFEITURA MUNICIPAL DE UNAI";"Estabelecimento de condições de cooperação mútua entre os convenentes, visando à execução pelo CBMMG dos serviços de prevenção e combate a incêndio, busca e salvamento, resgate e defesa civil no Município de Unaí e região.";"2020-01-01";"2020-12-31";"ENCERRADO";"https://drive.google.com/file/d/1LgwbB664S45ndON1bk6bPHwO6MjTEvjP/view?usp=sharing"
