ano;numero_termo;numero_sei;orgao_acordo;parceiro_acordo;objeto;inicio_vigencia;fim_vigencia;situacao;link_documento
"2024";"3";"2320.01.0012470/2023-94";"FUNDACAO HEMOMINAS";"ASSOCIACAO DOS CATADORES DE PAPEL, PAPELAO E MATERIAL REAPROVEITAVEL";"Cooperação mútua";"2024-09-07";"2025-09-06";"ENCERRADO";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2024";"1";"2320.01.0014867/2023-74";"FUNDACAO HEMOMINAS";"COOPERATIVA DOS RECOLHEDORES AUTÔNOMOS DE RESIDUOS SÓLIDOS E MATERIAIS RECICLÁVEIS DE UBERABA - COOPERU";"Cooperação mútua";"2024-06-26";"2025-06-25";"ENCERRADO";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2024";"8";"2320.01.0010487/2022-94";"FUNDACAO HEMOMINAS";"Faculdade de Farmacia UFMG";"Cooperação Técnica";"2025-03-21";"2030-03-20";"VIGENTE";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2024";"7";"2320.01.0013812/2023-41";"FUNDACAO HEMOMINAS";"HOSPITAL DAS CLÍNICAS DA UNIVERSIDADE FEDERAL DE GOIAS";"PESQUISA";"2025-01-08";"2027-04-07";"VIGENTE";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2024";"2";"2320.01.0015328/2023-43";"FUNDACAO HEMOMINAS";"INSTITUTO TODOS PELA SAUDE";"PESQUISA";"2024-02-08";"2027-02-28";"VIGENTE";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2024";"5";"2320.01.0008871/2024-70";"FUNDACAO HEMOMINAS";"PREFEITURA MUNICIPAL DE CONSELHEIRO LAFAAITE";"Cooperação mútua";"2024-11-30";"2029-11-29";"VIGENTE";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2024";"6";"2320.01.0001477/2024-82";"FUNDACAO HEMOMINAS";"Município de Nova Lima";"Cessão de Uso  bens para o PACE de Nova Lima";"06/07/2024";"28/11/2028";"VIGENTE";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2024";"6";"2320.01.0008300/2024-64";"FUNDACAO HEMOMINAS";"Município de Pará de Minas/MG";"Cessão da servidora Patrícia Regina Borba";"30/06/2022";"30/06/2027";"VIGENTE";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2024";"4";"2320.01.0001481/2024-71";"FUNDACAO HEMOMINAS";"Município de Paracatu";"Cessão de Uso bens no valor de R$304.047,65";"17/05/2024";"29/03/2027";"VIGENTE";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2024";"6";"2320.01.0013341/2024-48";"FUNDACAO HEMOMINAS";"PREFEITURA MUNICIPAL DE BOM DESPACHO";"Cooperação mútua";"2024-12-10";"2029-12-09";"VIGENTE";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2024";"2";"2320.01.0007822/2024-69";"FUNDACAO HEMOMINAS";"PREFEITURA MUNICIPAL DE CORONEL FABRICIANO";"Cooperação mútua";"2024-06-26";"2029-06-25";"VIGENTE";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2024";"3";"2320.01.0009223/2024-72";"FUNDACAO HEMOMINAS";"PREFEITURA MUNICIPAL DE FORMIGA";"Cooperação mútua";"2024-06-29";"2029-06-28";"VIGENTE";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2024";"5";"2320.01.0001479/2024-28";"FUNDACAO HEMOMINAS";"PREFEITURA MUNICIPAL DE ITABIRA";"Cessão de Uso  bens para o PACE de Itabira";"26/06/2024";"20/10/2027";"VIGENTE";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2024";"4";"2320.01.0008362/2024-39";"FUNDACAO HEMOMINAS";"PREFEITURA MUNICIPAL DE PIRAPORA";"Cooperação mútua";"2024-07-05";"2029-07-04";"VIGENTE";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2024";"1";"2320.01.0006048/2024-49";"FUNDACAO HEMOMINAS";"PREFEITURA MUNICIPAL DE SALINAS";"Cooperação mútua";"2024-05-16";"2029-05-15";"VIGENTE";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2024";"1";"2320.01.0006126/2024-77";"FUNDACAO HEMOMINAS";"SANTA CASA E MATERNIDADE NOSSA SENHORA DE FATIMA";"Cooperação mútua";"2024-12-13";"2029-12-12";"VIGENTE";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2024";"1";"2320.01.0013921/2023-08";"FUNDACAO HEMOMINAS";"SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO";"Cooperação mútua";"2024-02-08";"2029-02-07";"VIGENTE";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2024";"3";"2320.01.0017536/2023-82";"FUNDACAO HEMOMINAS";"SECRETARIA MUNICIPAL DE SAUDE";"Cooperação Técnica";"2024-05-24";"2025-05-23";"ENCERRADO";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2024";"5";"2320.01.0012865/2023-02";"FUNDACAO HEMOMINAS";"UNIVERISADE ESTADUAL DE CAMPINAS - HEMOCENTRO DA UNICAMP";"PESQUISA";"2024-02-20";"2025-03-19";"ENCERRADO";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2023";"S/N";"2320.01.0014078/2019-49";"FUNDACAO HEMOMINAS";"ASSOCIACAO DE CATADORES DE MATERIAIS RECICLAVEIS DE LAGOA SANTA";"Cooperação mútua";"2023-03-28";"2025-03-26";"ENCERRADO";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2023";"19";"2320.01.0012391/2022-96";"FUNDACAO HEMOMINAS";"Faculdade de Medicina UFMG";"Cooperação Técnica";"2023-01-03";"2025-01-02";"ENCERRADO";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2023";"39";"2320.01.0015714/2022-03";"FUNDACAO HEMOMINAS";"HOSPITAL DAS CLINICAS DE UBERLANDIA";"Cooperação mútua";"2023-03-30";"2028-03-29";"VIGENTE";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2023";"5";"2320.01.0017201/2021-15";"FUNDACAO HEMOMINAS";"INSTITUTO DE GEOGRAFIA - UNIVERSIDADE FEDERAL DE UBERLANDIA";"PESQUISA";"2023-02-08";"2024-01-07";"ENCERRADO";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2023";"1";"2320.01.0000227/2022-82";"FUNDACAO HEMOMINAS";"INSTITUTO DE GEOGRAFIA - UNIVERSIDADE FEDERAL DE UBERLANDIA";"PESQUISA";"2023-01-31";"2025-06-30";"ENCERRADO";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2023";"9";"2320.01.0006691/2022-57";"FUNDACAO HEMOMINAS";"POLICIA CIVIL DO ESTADO DE MINAS GERAIS";"PESQUISA";"2023-09-20";"2025-09-19";"ENCERRADO";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2023";"5";"2320.01.0013916/2021-52";"FUNDACAO HEMOMINAS";"PREFEITURA MUNICIPAL DE BARBACENA";"Cooperação mútua";"2023-07-08";"2028-07-07";"VIGENTE";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2023";"1";"2320.01.0009286/2022-26";"FUNDACAO HEMOMINAS";"PREFEITURA MUNICIPAL DE FRUTAL";"Cooperação mútua";"2023-02-02";"2028-02-01";"VIGENTE";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2023";"6";"2320.01.0006572/2023-66";"FUNDACAO HEMOMINAS";"PREFEITURA MUNICIPAL DE NOVA LIMA";"Cooperação mútua";"2023-11-29";"2028-11-28";"VIGENTE";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2023";"S/N";"2320.01.0013921/2023-08";"FUNDACAO HEMOMINAS";"SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO";"Cooperação Técnica";"2023-11-15";"2028-11-14";"VIGENTE";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2023";"3";"2320.01.0007110/2022-93";"FUNDACAO HEMOMINAS";"SIEMENS HEALTHCARE DIAGNÓSTICOS LTDA";"PESQUISA";"2023-07-29";"2024-07-28";"ENCERRADO";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2023";"2";"2320.01.0011432/2022-90";"FUNDACAO HEMOMINAS";"SIEMENS HEALTHCARE DIAGNÓSTICOS LTDA";"PESQUISA";"2023-07-29";"2025-04-28";"ENCERRADO";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2023";"3";"2320.01.0015249/2022-45";"FUNDACAO HEMOMINAS";"SOCIEDADE MINEIRA DE CULTURA - PONTIFICIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS";"Cooperação mútua";"2023-03-30";"2028-03-29";"VIGENTE";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2022";"13";"2320.01.0003524/2021-15";"FUNDACAO HEMOMINAS";"ASSOCIACAO DE CATADORES DE MATERIAIS RECICLAVEIS DE MONTES CLAROS";"Cooperação Técnica";"2022-08-05";"2025-08-04";"ENCERRADO";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2022";"1";"2320.01.0014785/2021-63";"FUNDACAO HEMOMINAS";"CENTRO UNIVERSITARIO METODISTA IZABELA HENDRIX";"PESQUISA";"2022-05-18";"2022-10-17";"ENCERRADO";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2022";"13";"2320.01.0006439/2022-71";"FUNDACAO HEMOMINAS";"CENTRO UNIVERSITARIO PRESIDENTE ANTONIO CARLOS";"PESQUISA";"2022-09-13";"2023-04-12";"ENCERRADO";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2022";"4";"2320.01.0017098/2021-80";"FUNDACAO HEMOMINAS";"Faculdade de Farmacia UFMG";"PESQUISA";"2022-02-19";"2023-08-18";"ENCERRADO";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2022";"7";"2320.01.0010327/2020-55";"FUNDACAO HEMOMINAS";"FUNDACAO FACULDADE DE MEDICINA; FACULDADE DE MEDICINA DA UNIVERSIDADE DE SAO PAULO; PESQUISADORA DRA. ESTER CERDEIRA SABINO";"PESQUISA";"2022-10-12";"2026-06-30";"VIGENTE";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2022";"12";"2320.01.0011519/2021-72";"FUNDACAO HEMOMINAS";"FUNDAÇÃO FELIPE ROSSO - HOSPITAL FELÍCIO ROCHO";"Cooperação Técnica";"2022-08-05";"2027-08-04";"VIGENTE";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2022";"15";"2320.01.0008325/2022-74";"FUNDACAO HEMOMINAS";"FUNDAÇÃO SANTARRITENSE DE SAÚDE E ASSISTÊNCIA SOCIAL - HOSPITAL ANTÔNIO MOREIRA DA COSTA";"Cooperação mútua";"2022-08-18";"2027-08-17";"VIGENTE";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2022";"19";"2320.01.0012833/2022-93";"FUNDACAO HEMOMINAS";"HOSPITAL CESAR LEITE";"Cooperação mútua";"2022-11-26";"2027-11-25";"VIGENTE";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2022";"3";"2320.01.0000227/2022-82";"FUNDACAO HEMOMINAS";"INSTITUTO DE GEOGRAFIA - UNIVERSIDADE FEDERAL DE UBERLANDIA";"PESQUISA";"2022-02-19";"2022-10-18";"ENCERRADO";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2022";"2";"2320.01.0017201/2021-15";"FUNDACAO HEMOMINAS";"INSTITUTO DE GEOGRAFIA - UNIVERSIDADE FEDERAL DE UBERLANDIA";"PESQUISA";"2023-02-08";"2024-07-07";"ENCERRADO";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2022";"8";"2320.01.0005151/2021-27";"FUNDACAO HEMOMINAS";"IRMANDADE NOSSA SENHORA DAS MERCES DE MONTES CLAROS";"Cooperação Técnica";"2022-04-01";"2027-04-12";"VIGENTE";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2022";"17";"2320.01.0004146/2022-96";"FUNDACAO HEMOMINAS";"NOVARTIS BIOCIUNCIAS S.A.";"PESQUISA";"2022-11-08";"2023-10-07";"ENCERRADO";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2022";"16";"2320.01.0003871/2022-52";"FUNDACAO HEMOMINAS";"PREFEITURA MUNICIPAL DE ITABIRA";"Cooperação Técnica";"2022-10-21";"2027-10-20";"VIGENTE";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2022";"7";"2320.01.0003357/2022-59";"FUNDACAO HEMOMINAS";"PREFEITURA MUNICIPAL DE PARA DE MINAS";"Cooperação Técnica";"2022-04-01";"2027-03-31";"VIGENTE";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2022";"6";"2320.01.0003513/2022-18";"FUNDACAO HEMOMINAS";"PREFEITURA MUNICIPAL DE PARACATU";"Cooperação Técnica";"2022-03-30";"2027-03-29";"VIGENTE";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2022";"9";"2320.01.0004279/2022-94";"FUNDACAO HEMOMINAS";"PREFEITURA MUNICIPAL DE PATROCINIO";"Cooperação Técnica";"2022-04-13";"2027-04-12";"VIGENTE";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2022";"1";"2320.01.0011431/2021-23";"FUNDACAO HEMOMINAS";"PREFEITURA MUNICIPAL DE POCOS DE CALDAS";"Cooperação Técnica";"2022-01-13";"2027-01-12";"VIGENTE";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2022";"18";"2320.01.0014863/2019-97";"FUNDACAO HEMOMINAS";"PREFEITURA MUNICIPAL DE PONTE NOVA";"Cooperação mútua";"2022-12-01";"2027-12-01";"VIGENTE";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2022";"38";"2320.01.0016197/2021-60";"FUNDACAO HEMOMINAS";"PREFEITURA MUNICIPAL DE POUSO ALEGRE";"Cooperação Técnica";"2022-01-13";"2027-01-12";"VIGENTE";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2022";"4";"2320.01.0000532/2022-92";"FUNDACAO HEMOMINAS";"PREFEITURA MUNICIPAL DE SAO JOAO DEL REI";"Cooperação Técnica";"2022-05-12";"2027-05-11";"VIGENTE";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2022";"11";"2320.01.0008774/2022-76";"FUNDACAO HEMOMINAS";"PREFEITURA MUNICIPAL DE VARGINHA";"Cooperação Técnica";"2022-07-02";"2027-07-01";"VIGENTE";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2022";"6";"2320.01.0004199/2022-23";"FUNDACAO HEMOMINAS";"UNIVERSIDADE FEDERAL DE JUIZ DE FORA - CAMPUS GOVERNADOR VALADARES";"PESQUISA";"2022-05-24";"2025-05-24";"ENCERRADO";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2022";"8";"2320.01.0005433/2022-73";"FUNDACAO HEMOMINAS";"UNIVERSIDADE FEDERAL DE JUIZ DE FORA; UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI";"PESQUISA";"2022-05-23";"2026-05-24";"ENCERRADO";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2022";"11";"2320.01.0005926/2022-51";"FUNDACAO HEMOMINAS";"UNIVERSIDADE FEDERAL DE MINAS GERAIS";"PESQUISA";"2024-05-12";"2024-05-11";"ENCERRADO";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2022";"10";"2320.01.0005917/2022-03";"FUNDACAO HEMOMINAS";"UNIVERSIDADE FEDERAL DE MINAS GERAIS";"PESQUISA";"2022-05-14";"2026-12-08";"VIGENTE";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2022";"5";"2320.01.0003248/2022-92";"FUNDACAO HEMOMINAS";"UNIVERSIDADE FEDERAL DE MINAS- Universidade Federal de Minas GeraisFAGULCUDAaculdade de Engenharia";"PESQUISA";"2022-03-24";"2023-11-25";"ENCERRADO";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2022";"86";"2320.01.0005494/2022-75";"FUNDACAO HEMOMINAS";"UNIVERSIDADE FEDERAL DE SÃO PAULO";"Cooperação Técnica";"2023-05-10";"2023-05-09";"ENCERRADO";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2022";"3";"2320.01.0015491/2021-13";"FUNDACAO HEMOMINAS";"UNIVERSIDADE FEDERAL DE UBERLANDIA";"Cooperação Técnica";"2022-02-04";"2027-02-03";"VIGENTE";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2022";"15";"2320.01.0010379/2022-03";"FUNDACAO HEMOMINAS";"UNIVERSIDADE FEDERAL DO TRIANGULO MINEIRO";"PESQUISA";"2022-09-13";"2024-09-12";"ENCERRADO";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2021";"1";"2320.01.0009065/2021-79";"FUNDACAO HEMOMINAS";"ASSOCIACAO DE CATADORES DE MATERIAIS RECICLAVEIS DE POUSO ALEGRE";"Cooperação mútua";"2022-01-19";"2023-01-18";"ENCERRADO";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2021";"1";"2320.01.0014060/2021-44";"FUNDACAO HEMOMINAS";"CENTRO UNIVERSITARIO METODISTA IZABELA HENDRIX";"PESQUISA";"2022-01-26";"2022-03-25";"ENCERRADO";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2021";"25";"2320.01.0007758/2021-60";"FUNDACAO HEMOMINAS";"FHEMIG - COMPLEXO MGTRANSPLANTES";"O presente Termo de Cooperação Técnica tem por objeto a coleta de pele em doador cadáver a ser processada, armazenada, testada e utilizada em processos de validação e projetos de pesquisa segundo protocolos operacionais estabelecidos pelo Centro de Tecidos Biológicos (Cetebio) - Fundação Hemominas baseados na literatura e legislação brasileira vigente, conforme Plano de Trabalho (30576172).";"2021-10-05";"2026-10-05";"VIGENTE";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2021";"20";"2320.01.0001027/2018-82";"FUNDACAO HEMOMINAS";"Fundação Oswaldo Cruz (Fiocruz)";"a conjugação de esforços entre os PARTICIPES para formação, aperfeiçoamento e especialização técnica de recursos humanos e desenvolvimento institucional mediante disponibilização de bolsas de sangria terapêutica, com sorologia negativa, para serem utilizadas em projetos institucionais e/ou atividades de ensino e pesquisa conforme Plano de Trabalho";"2021-08-31";"2026-08-31";"VIGENTE";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
"2021";"22";"2320.01.0007344/2021-83";"FUNDACAO HEMOMINAS";"INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS IPSEMG";"O presente Termo de Cooperação Técnica tem por objeto a coleta de membrana amniótica a ser processada, armazenada, testada e utilizada em processos de validação, projetos de pesquisa ou uso terapêutico regulamentado em diversas especialidades médicas, segundo os protocolos operacionais estabelecidos pelo Cetebio-Fundação Hemominas e de acordo com protocolos baseados na literatura e legislação brasileira vigente, conforme Plano de Trabalho (31507060).";"2021-01-16";"2026-01-15";"ENCERRADO";"https://nuvem.cge.mg.gov.br/index.php/s/gtaz92nHwoH8KjR"
